2016,S AB CASH 2016,PEACE CASH 2016,N AB CASH 2016,2017,S AB CASH 2017,PEACE CASH 2017,N AB CASH 2017,2018,S AB CASH 2018,PEACE CASH 2018,N AB CASH 2018,2019,S AB CASH 2019,PEACE CASH 2019,N AB CASH 2019,2020,S AB CASH 2020,PEACE CASH 2020,N AB CASH 2020,2021,S AB CASH 2021,PEACE CASH 2021,N AB CASH 2021,2022,S AB CASH 2022,PEACE CASH 2022,N AB CASH 2022
,,,,12/11/2017,5.04,4.87,5,12/10/2018,6.69,6.47,6.59,12/09/2019,5.4,5.2,5.33,12/22/2020,6.59,6.39,6.58,,,,,12/13/2022,11.36,11.24,11.37
,,,,12/12/2017,5.03,4.87,4.99,12/11/2018,6.64,6.41,6.54,12/10/2019,5.47,5.27,5.4,12/23/2020,6.74,6.53,6.73,,,,,12/14/2022,11.18,11.07,11.19
,,,,12/13/2017,5.12,4.96,5.07,12/12/2018,6.7,6.48,6.61,12/11/2019,5.44,5.25,5.38,12/24/2020,6.72,6.51,6.7,,,,,12/15/2022,11.37,11.24,11.37
,,,,12/14/2017,5.13,4.97,5.09,12/13/2018,6.81,6.58,6.71,12/12/2019,5.66,5.49,5.61,12/28/2020,6.59,6.38,6.58,,,,,,,,
,,,,12/15/2017,5.18,5.06,5.16,12/14/2018,6.79,6.54,6.69,12/13/2019,5.61,5.49,5.55,12/29/2020,6.68,6.47,6.67,,,,,,,,
,,,,12/18/2017,5.21,5.09,5.19,12/17/2018,6.82,6.59,6.73,12/16/2019,5.88,5.68,5.81,12/30/2020,6.86,6.65,6.85,,,,,,,,
,,,,12/19/2017,5.23,5.11,5.2,12/18/2018,6.77,6.55,6.69,12/17/2019,5.94,5.73,5.86,12/31/2020,6.88,6.67,6.86,,,,,,,,
,,,,12/20/2017,5.24,5.13,5.22,12/19/2018,6.67,6.43,6.58,12/18/2019,5.83,5.62,5.75,,,,,,,,,,,,
,,,,12/21/2017,5.23,5.11,5.21,12/20/2018,6.71,6.46,6.61,12/19/2019,5.83,5.63,5.76,,,,,,,,,,,,
,,,,12/22/2017,5.2,5.09,5.19,12/21/2018,6.64,6.38,6.54,12/20/2019,5.83,5.62,5.76,,,,,,,,,,,,
,,,,12/26/2017,5.17,5.06,5.16,12/24/2018,6.62,6.36,6.52,12/23/2019,5.82,5.6,5.74,,,,,,,,,,,,
,,,,12/27/2017,5.21,5.09,5.19,12/26/2018,6.51,6.31,6.44,12/24/2019,5.83,5.62,5.75,,,,,,,,,,,,
,,,,12/28/2017,5.21,5.09,5.19,12/27/2018,6.55,6.29,6.45,12/26/2019,5.85,5.71,5.82,,,,,,,,,,,,
,,,,12/29/2017,5.21,5.09,5.19,12/28/2018,6.57,6.32,6.47,12/27/2019,6.03,5.81,5.95,,,,,,,,,,,,
,,,,,,,,12/31/2018,6.49,6.24,6.39,12/30/2019,5.95,5.82,5.93,,,,,,,,,,,,
,,,,,,,,,,,,12/31/2019,6.08,5.86,6,,,,,,,,,,,,
