2016,S AB CASH 2016,PEACE CASH 2016,N AB CASH 2016,2017,S AB CASH 2017,PEACE CASH 2017,N AB CASH 2017,2018,S AB CASH 2018,PEACE CASH 2018,N AB CASH 2018,2019,S AB CASH 2019,PEACE CASH 2019,N AB CASH 2019,2020,S AB CASH 2020,PEACE CASH 2020,N AB CASH 2020,2021,S AB CASH 2021,PEACE CASH 2021,N AB CASH 2021,2022,S AB CASH 2022,PEACE CASH 2022,N AB CASH 2022
07/28/2016,4.69,4.59,4.6,07/12/2017,6.15,6,6.03,07/10/2018,5.67,5.61,5.67,07/10/2019,5.99,5.88,5.95,07/13/2020,5.98,5.93,5.99,07/15/2021,8.94,9.07,9.09,07/13/2022,10.33,10.23,10.33
07/29/2016,4.67,4.58,4.59,07/13/2017,5.81,5.67,5.7,07/11/2018,5.45,5.39,5.45,07/11/2019,6.17,6.08,6.18,07/14/2020,5.9,5.86,5.91,07/16/2021,9.15,9.31,9.32,07/14/2022,10.26,10.17,10.26
08/01/2016,4.68,4.58,4.55,07/14/2017,5.77,5.63,5.66,07/12/2018,5.52,5.44,5.52,07/12/2019,6.23,6.14,6.24,07/15/2020,6.08,6.03,6.09,07/19/2021,9.28,9.44,9.45,07/15/2022,10.07,9.99,10.08
08/02/2016,4.68,4.58,4.48,07/17/2017,5.7,5.56,5.59,07/13/2018,5.66,5.58,5.65,07/15/2019,6.02,5.94,6.03,07/21/2020,5.82,5.76,5.82,07/20/2021,9.31,9.46,9.47,07/18/2022,10.46,10.36,10.45
08/03/2016,4.6,4.58,4.5,07/18/2017,5.65,5.51,5.57,07/16/2018,5.54,5.45,5.53,07/16/2019,5.98,5.9,6,07/22/2020,5.88,5.82,5.89,07/21/2021,9.25,9.37,9.4,07/19/2022,10.36,10.26,10.36
08/04/2016,4.56,4.31,4.43,07/19/2017,5.61,5.47,5.53,07/17/2018,5.63,5.53,5.61,07/17/2019,5.93,5.85,5.95,07/23/2020,5.8,5.74,5.8,07/22/2021,9.15,9.29,9.3,07/20/2022,10.31,10.19,10.3
08/05/2016,4.67,4.31,4.54,07/20/2017,5.65,5.51,5.57,07/18/2018,5.59,5.49,5.58,07/18/2019,5.83,5.75,5.85,07/24/2020,5.9,5.84,5.9,07/26/2021,8.74,8.89,8.91,07/21/2022,10.2,10.08,10.19
08/08/2016,4.65,4.31,4.54,07/21/2017,5.55,5.42,5.47,07/19/2018,5.71,5.61,5.69,07/19/2019,5.92,5.84,5.93,07/27/2020,5.66,5.61,5.67,07/27/2021,8.77,8.92,8.94,07/22/2022,9.61,9.54,9.7
08/09/2016,4.65,4.31,4.58,07/24/2017,5.34,5.16,5.24,07/20/2018,5.82,5.72,5.8,07/22/2019,5.8,5.72,5.82,07/28/2020,5.63,5.58,5.64,07/28/2021,8.68,8.75,8.81,07/25/2022,9.79,9.7,9.87
08/10/2016,4.65,4.31,4.58,07/25/2017,5.18,4.99,5.08,07/23/2018,5.86,5.75,5.83,07/23/2019,5.83,5.75,5.85,07/29/2020,5.72,5.67,5.73,07/29/2021,8.8,8.88,8.94,07/26/2022,10.43,10.37,10.54
08/11/2016,4.68,4.47,4.56,07/26/2017,5.14,4.97,5.04,07/24/2018,5.87,5.78,5.86,07/24/2019,5.9,5.85,5.9,07/30/2020,5.67,5.62,5.68,07/30/2021,8.73,8.83,8.88,07/27/2022,10.24,10.19,10.36
08/12/2016,4.72,4.51,4.61,07/27/2017,5.15,4.96,5.04,07/25/2018,6.21,6.12,6.2,07/25/2019,5.88,5.83,5.88,07/31/2020,5.69,5.64,5.7,08/12/2021,9.28,9.29,9.35,07/28/2022,10.49,10.42,10.59
08/15/2016,4.66,4.5,4.54,07/28/2017,5.13,4.94,5.02,07/26/2018,6.14,6.02,6.12,07/26/2019,5.82,5.77,5.82,08/05/2020,5.38,5.23,5.37,08/16/2021,9.32,9.35,9.4,07/29/2022,10.22,10.16,10.34
08/16/2016,4.66,4.5,4.59,07/31/2017,5.06,4.87,4.96,07/27/2018,6.12,6,6.1,07/29/2019,5.87,5.82,5.86,08/06/2020,5.25,5.1,5.24,08/17/2021,9.14,9.17,9.22,08/02/2022,9.65,10.16,9.84
08/18/2016,4.87,4.5,4.75,08/01/2017,4.88,4.68,4.8,07/30/2018,6.29,6.16,6.26,07/30/2019,5.83,5.78,5.83,08/07/2020,5.25,5.1,5.24,08/18/2021,9.38,9.4,9.45,08/03/2022,9.43,9.37,9.55
08/19/2016,4.79,4.61,4.7,08/02/2017,4.88,4.68,4.8,07/31/2018,6.38,6.26,6.35,07/31/2019,5.76,5.73,5.78,08/10/2020,5.23,5.08,5.22,08/19/2021,9.39,9.41,9.46,08/04/2022,9.8,9.72,9.9
08/22/2016,4.86,4.61,4.73,08/03/2017,4.84,4.67,4.78,08/01/2018,6.32,6.16,6.26,08/01/2019,5.18,5.02,5.12,08/11/2020,5.25,5.09,5.24,08/20/2021,9.33,9.37,9.41,08/05/2022,9.77,9.63,9.82
08/23/2016,4.8,4.61,4.72,08/04/2017,4.86,4.68,4.79,08/02/2018,6.42,6.23,6.34,08/02/2019,5.27,5.12,5.22,08/12/2020,5.25,5.1,5.24,08/23/2021,9.32,9.37,9.4,08/08/2022,9.72,9.58,9.77
08/25/2016,4.78,4.61,4.65,08/07/2017,4.94,4.76,4.87,08/03/2018,6.39,6.22,6.31,08/05/2019,5.32,5.21,5.3,08/13/2020,5.3,5.14,5.28,08/24/2021,9.3,9.35,9.39,08/09/2022,9.76,9.56,9.78
08/26/2016,4.78,4.61,4.52,08/08/2017,4.87,4.69,4.8,08/06/2018,6.55,6.42,6.5,08/06/2019,5.24,5.12,5.21,08/14/2020,5.3,5.14,5.29,08/25/2021,9.27,9.32,9.36,08/10/2022,9.92,9.72,9.94
08/29/2016,4.78,4.61,4.36,08/09/2017,4.92,4.74,4.85,08/07/2018,6.52,6.35,6.44,08/07/2019,5.28,5.18,5.26,08/17/2020,5.46,5.29,5.44,08/26/2021,9.41,9.45,9.5,08/11/2022,10.09,9.9,10.12
08/30/2016,4.29,4.09,4.2,08/10/2017,4.81,4.66,4.76,08/08/2018,6.58,6.41,6.5,08/08/2019,5.28,5.19,5.26,08/18/2020,5.37,5.21,5.36,08/27/2021,9.41,9.45,9.5,08/12/2022,10.33,9.9,10.22
08/31/2016,4.29,4.09,4.36,08/11/2017,4.72,4.58,4.68,08/09/2018,6.55,6.4,6.48,08/09/2019,5.25,5.17,5.24,08/19/2020,5.47,5.3,5.46,08/30/2021,9.29,9.34,9.38,08/15/2022,10.06,9.84,10.07
09/02/2016,4.59,4.09,4.36,08/14/2017,4.66,4.5,4.61,08/10/2018,6.36,6.21,6.29,08/12/2019,4.97,4.9,4.97,08/20/2020,5.52,5.34,5.5,09/01/2021,9.49,9.45,9.53,08/16/2022,9.9,9.69,9.92
09/06/2016,4.46,4.46,4.41,08/15/2017,4.55,4.4,4.5,08/13/2018,6.16,6.01,6.09,08/13/2019,4.87,4.8,4.87,08/21/2020,5.57,5.38,5.54,09/02/2021,9.49,9.44,9.53,08/17/2022,9.69,9.49,9.72
09/07/2016,4.49,4.46,4.41,08/16/2017,4.44,4.29,4.4,08/14/2018,6.21,6.05,6.14,08/14/2019,4.86,4.78,4.85,08/24/2020,5.47,5.26,5.43,09/03/2021,9.63,9.57,9.66,08/18/2022,9.31,9.12,9.34
09/12/2016,4.65,4.63,4.58,08/17/2017,4.38,4.23,4.33,08/15/2018,6.16,6.01,6.1,08/15/2019,4.91,4.82,4.89,08/25/2020,5.57,5.35,5.53,09/06/2021,9.63,9.58,9.67,08/19/2022,9.71,9.51,9.74
09/13/2016,4.57,4.63,4.58,08/18/2017,4.36,4.21,4.32,08/16/2018,6.3,6.14,6.23,08/16/2019,4.96,4.87,4.94,08/26/2020,5.64,5.43,5.6,09/07/2021,9.63,9.58,9.67,08/22/2022,9.85,9.62,9.85
09/14/2016,4.61,4.63,4.58,08/21/2017,4.28,4.14,4.25,08/17/2018,6.47,6.31,6.39,08/19/2019,4.95,4.88,4.94,08/27/2020,5.7,5.48,5.66,09/08/2021,9.49,9.44,9.53,08/23/2022,9.96,9.73,9.97
09/15/2016,4.58,4.63,4.58,08/22/2017,4.37,4.27,4.35,08/20/2018,6.3,6.14,6.23,08/20/2019,4.97,4.82,4.91,08/28/2020,5.74,5.51,5.71,09/09/2021,9.25,9.19,9.29,08/24/2022,10.06,9.82,10.05
09/16/2016,4.62,4.55,4.55,08/23/2017,4.36,4.26,4.33,08/21/2018,6.14,6,6.08,08/21/2019,4.94,4.8,4.89,08/31/2020,5.76,5.52,5.72,09/10/2021,9.26,9.19,9.29,08/25/2022,9.73,9.51,9.74
09/19/2016,4.54,4.45,4.47,08/24/2017,4.47,4.34,4.43,08/22/2018,6.08,5.93,6.02,08/22/2019,5.09,4.8,5.05,09/01/2020,5.79,5.56,5.76,09/13/2021,9.29,9.21,9.32,08/26/2022,9.95,9.71,9.94
09/20/2016,4.57,4.48,4.5,08/25/2017,4.45,4.32,4.41,08/23/2018,6.19,6.05,6.14,08/23/2019,5.07,4.92,5.02,09/02/2020,5.71,5.49,5.69,09/14/2021,9.45,9.38,9.49,08/29/2022,10.26,10.01,10.25
09/26/2016,4.52,4.43,4.45,08/28/2017,4.38,4.24,4.34,08/24/2018,6.08,5.95,6.03,08/26/2019,5.03,4.89,4.98,09/03/2020,5.72,5.5,5.69,09/15/2021,9.61,9.54,9.65,08/30/2022,10.35,9.95,10.23
09/30/2016,4.51,4.43,4.45,08/29/2017,4.39,4.26,4.35,08/27/2018,5.88,5.75,5.83,08/27/2019,5.09,4.92,5.03,09/04/2020,5.67,5.45,5.64,09/16/2021,9.87,9.8,9.91,08/31/2022,10.53,9.95,10.37
10/04/2016,4.43,4.33,4.36,08/30/2017,4.45,4.32,4.41,08/28/2018,5.83,5.7,5.78,08/28/2019,5.09,4.92,5.03,09/08/2020,5.66,5.44,5.64,09/17/2021,9.84,9.78,9.88,09/01/2022,9.93,9.6,9.87
10/20/2016,4.74,4.33,4.69,08/31/2017,4.51,4.36,4.46,08/29/2018,6.11,5.7,6.05,08/29/2019,5.04,4.89,4.99,09/09/2020,5.7,5.49,5.68,09/20/2021,9.75,9.7,9.8,09/02/2022,10.11,9.63,10.02
10/21/2016,4.84,4.75,4.75,09/01/2017,4.56,4.42,4.52,08/30/2018,6,5.86,5.94,08/30/2019,5.1,4.89,5.07,09/10/2020,5.74,5.53,5.72,09/21/2021,9.65,9.6,9.7,09/05/2022,10.11,9.63,10.02
10/26/2016,4.77,4.64,4.67,09/05/2017,4.66,4.52,4.62,09/04/2018,6.05,5.88,5.98,09/03/2019,4.88,4.74,4.83,09/11/2020,5.71,5.5,5.69,09/22/2021,9.79,9.75,9.84,09/06/2022,10.12,9.62,10.03
10/31/2016,4.77,4.63,4.67,09/06/2017,4.66,4.52,4.62,09/05/2018,5.96,5.8,5.89,09/04/2019,4.88,4.75,4.85,09/14/2020,5.8,5.55,5.75,09/23/2021,9.89,9.83,9.94,09/07/2022,10.24,9.77,10.15
11/02/2016,4.79,4.69,4.68,09/07/2017,4.64,4.51,4.6,09/06/2018,5.83,5.67,5.76,09/05/2019,5,4.83,4.94,09/15/2020,5.73,5.49,5.69,09/24/2021,9.91,9.85,9.95,09/08/2022,10.14,9.68,10.06
11/03/2016,4.75,4.61,4.65,09/08/2017,4.64,4.51,4.59,09/07/2018,5.81,5.65,5.74,09/06/2019,4.98,4.81,4.92,09/16/2020,5.81,5.57,5.77,09/27/2021,9.92,9.87,9.97,09/09/2022,10.51,10.04,10.42
11/04/2016,4.78,4.65,4.66,09/11/2017,4.56,4.44,4.52,09/10/2018,5.94,5.65,5.86,09/09/2019,5.05,4.88,5,09/17/2020,5.93,5.67,5.88,09/28/2021,9.78,9.74,9.84,09/12/2022,10.38,9.96,10.33
11/10/2016,4.61,4.49,4.52,09/12/2017,4.65,4.52,4.61,09/11/2018,5.86,5.65,5.79,09/10/2019,5.11,4.94,5.06,09/18/2020,6.12,5.86,6.07,09/29/2021,9.88,9.83,9.91,09/13/2022,10.51,10.08,10.45
11/15/2016,4.61,4.49,4.56,09/13/2017,4.68,4.55,4.64,09/12/2018,5.62,5.65,5.56,09/11/2019,5.06,4.89,5.01,09/21/2020,5.95,5.73,5.92,10/01/2021,10.31,10.24,10.35,09/14/2022,10.68,10.25,10.62
11/16/2016,4.62,4.51,4.54,09/14/2017,4.66,4.53,4.61,09/13/2018,5.58,5.65,5.5,09/12/2019,5.12,4.95,5.07,09/22/2020,6,5.78,5.97,10/04/2021,10.24,10.17,10.28,09/15/2022,10.53,10.12,10.48
11/17/2016,4.7,4.58,4.61,09/15/2017,4.7,4.57,4.65,09/14/2018,5.84,5.72,5.79,09/13/2019,5.09,4.92,5.04,09/23/2020,5.93,5.71,5.9,10/05/2021,10.12,10.06,10.16,09/16/2022,10.65,10.3,10.63
11/18/2016,4.74,4.63,4.64,09/18/2017,4.73,4.59,4.68,09/17/2018,5.8,5.68,5.76,09/16/2019,5.2,5.02,5.14,09/24/2020,5.92,5.7,5.9,10/06/2021,10.35,10.06,10.35,09/19/2022,10.37,10.09,10.35
11/21/2016,4.8,4.67,4.71,09/19/2017,4.77,4.64,4.73,09/18/2018,5.85,5.73,5.81,09/17/2019,5.16,4.99,5.11,09/25/2020,5.84,5.63,5.82,10/08/2021,10.25,10.06,10.28,09/20/2022,10.96,10.68,10.94
11/22/2016,4.83,4.7,4.74,09/20/2017,4.97,4.82,4.91,09/19/2018,5.93,5.81,5.89,09/18/2019,5.25,5.08,5.19,09/28/2020,5.92,5.71,5.9,10/12/2021,10.29,10.06,10.33,09/21/2022,11.02,10.74,11
11/23/2016,4.81,4.69,4.73,09/21/2017,4.95,4.84,4.92,09/20/2018,6.06,5.93,6.01,09/19/2019,5.24,5.07,5.18,09/29/2020,5.85,5.6,5.82,10/13/2021,10.12,10.06,10.17,09/22/2022,11.32,11.03,11.29
11/25/2016,4.75,4.63,4.67,09/22/2017,4.95,4.85,4.92,09/21/2018,6.04,5.91,5.99,09/20/2019,5.22,5.05,5.16,09/30/2020,6.25,5.98,6.22,10/14/2021,10.31,10.06,10.37,09/23/2022,11.03,10.74,11
11/28/2016,4.75,4.63,4.62,09/25/2017,5,4.89,4.97,09/24/2018,6.08,5.94,6.02,09/23/2019,5.25,5.08,5.2,10/01/2020,6.16,5.93,6.15,10/15/2021,10.45,10.06,10.5,09/26/2022,10.92,10.64,10.89
11/29/2016,4.69,4.58,4.61,09/26/2017,4.98,4.87,4.95,09/25/2018,6,5.86,5.95,09/24/2019,5.23,5.06,5.18,10/02/2020,6.21,5.98,6.2,10/18/2021,10.49,10.06,10.53,09/27/2022,11.09,10.8,11.07
11/30/2016,4.53,4.43,4.47,09/27/2017,5.08,4.97,5.04,09/26/2018,6,5.86,5.95,09/25/2019,5.22,5.05,5.17,10/05/2020,6.32,6.09,6.33,10/19/2021,10.49,10.06,10.55,09/28/2022,11.42,11.12,11.4
12/01/2016,4.47,4.33,4.41,09/28/2017,5.1,4.98,5.07,09/27/2018,5.99,5.86,5.94,09/26/2019,5.27,5.1,5.22,10/06/2020,6.3,6.07,6.31,10/20/2021,10.8,10.06,10.86,09/29/2022,11.38,11.09,11.36
12/02/2016,4.5,4.38,4.46,09/29/2017,4.99,4.88,4.96,09/28/2018,6.13,5.86,6.09,09/27/2019,5.26,5.09,5.21,10/07/2020,6.48,6.27,6.5,10/21/2021,10.72,10.06,10.78,10/03/2022,11.66,11.26,11.55
12/05/2016,4.52,4.39,4.47,10/02/2017,4.96,4.84,4.93,10/01/2018,5.98,5.85,5.93,09/30/2019,5.35,5.17,5.29,10/08/2020,6.25,6.04,6.27,10/22/2021,10.99,10.06,11.04,10/04/2022,11.57,11.17,11.47
12/06/2016,4.48,4.36,4.44,10/03/2017,4.98,4.86,4.96,10/02/2018,6.08,5.96,6.04,10/01/2019,5.27,5.16,5.25,10/09/2020,6.24,6.02,6.26,10/25/2021,10.9,10.06,10.94,10/05/2022,11.69,11.27,11.59
12/07/2016,4.47,4.37,4.44,10/04/2017,4.92,4.8,4.89,10/03/2018,6.06,5.95,6.02,10/02/2019,5.28,5.11,5.22,10/12/2020,6.18,5.96,6.2,10/26/2021,10.7,10.63,10.74,10/06/2022,11.46,11.05,11.36
12/08/2016,4.51,4.4,4.48,10/05/2017,4.91,4.79,4.89,10/04/2018,6.14,6.02,6.09,10/03/2019,5.28,5.11,5.22,10/13/2020,6.2,5.98,6.21,10/27/2021,10.73,10.65,10.76,10/07/2022,11.39,11.15,11.38
12/09/2016,4.67,4.4,4.65,10/06/2017,4.89,4.82,4.88,10/05/2018,6.14,6,6.09,10/04/2019,5.27,5.09,5.2,10/14/2020,6.25,6.02,6.26,10/28/2021,10.83,10.76,10.85,10/10/2022,12.01,11.77,12
12/13/2016,4.53,4.42,4.48,10/09/2017,4.92,4.76,4.87,10/08/2018,6.07,5.93,6.02,10/07/2019,5.24,5.07,5.18,10/15/2020,6.54,6.33,6.56,10/29/2021,10.84,10.8,10.87,10/11/2022,11.71,11.37,11.63
12/14/2016,4.59,4.42,4.54,10/10/2017,4.87,4.76,4.84,10/09/2018,6.2,5.97,6.09,10/08/2019,5.34,5.16,5.27,10/16/2020,6.48,6.28,6.49,11/01/2021,11.07,11.02,11.12,10/12/2022,11.56,11.17,11.5
12/15/2016,4.55,4.44,4.49,10/11/2017,4.88,4.72,4.83,10/10/2018,6.18,5.96,6.07,10/09/2019,5.38,5.2,5.31,10/19/2020,6.53,6.32,6.53,11/02/2021,11.02,10.98,11.07,10/13/2022,11.67,11.37,11.66
12/16/2016,4.53,4.42,4.47,10/12/2017,4.9,4.7,4.83,10/11/2018,6.15,5.93,6.05,10/10/2019,5.24,5.14,5.22,10/20/2020,6.6,6.39,6.6,11/03/2021,10.88,10.81,10.92,10/14/2022,11.48,11.1,11.42
12/19/2016,4.56,4.46,4.51,10/13/2017,5.01,4.81,4.94,10/12/2018,6.28,6.05,6.17,10/11/2019,5.46,5.3,5.41,10/21/2020,6.52,6.32,6.53,11/04/2021,10.78,10.68,10.81,10/17/2022,11.36,11,11.31
12/20/2016,4.54,4.44,4.49,10/16/2017,4.99,4.79,4.92,10/15/2018,6.43,6.22,6.34,10/14/2019,5.52,5.41,5.5,10/22/2020,6.42,6.21,6.42,11/05/2021,10.73,10.65,10.77,10/18/2022,11.31,10.95,11.26
12/21/2016,4.51,4.41,4.46,10/17/2017,4.94,4.78,4.89,10/16/2018,6.37,6.17,6.28,10/15/2019,5.52,5.36,5.46,10/23/2020,6.53,6.32,6.53,11/08/2021,10.77,10.68,10.8,10/19/2022,11.4,11.06,11.37
12/22/2016,4.51,4.42,4.45,10/18/2017,4.87,4.72,4.83,10/17/2018,6.31,6.11,6.22,10/16/2019,5.55,5.39,5.5,10/26/2020,6.34,6.13,6.34,11/09/2021,10.87,10.8,10.92,10/20/2022,11.51,11.18,11.48
12/23/2016,4.49,4.39,4.44,10/19/2017,4.89,4.73,4.84,10/18/2018,6.28,6.05,6.17,10/17/2019,5.61,5.45,5.56,10/27/2020,6.3,6.09,6.3,11/10/2021,11.18,11.07,11.2,10/21/2022,11.47,11.18,11.43
12/27/2016,4.69,4.57,4.64,10/20/2017,4.84,4.68,4.79,10/19/2018,6.3,6.08,6.19,10/18/2019,5.61,5.44,5.55,10/28/2020,6.26,6.06,6.27,11/11/2021,11.28,11.2,11.34,10/24/2022,11.41,11.13,11.38
12/28/2016,4.59,4.48,4.54,10/23/2017,5.06,4.92,5.02,10/22/2018,6.24,6.03,6.14,10/21/2019,5.46,5.27,5.39,10/29/2020,6.29,6.05,6.27,11/12/2021,11.34,11.25,11.39,10/25/2022,11.31,11.04,11.28
12/29/2016,4.64,4.53,4.59,10/24/2017,5.07,4.93,5.03,10/23/2018,6.25,6.03,6.15,10/22/2019,5.41,5.22,5.34,10/30/2020,6.26,6.02,6.24,11/15/2021,11.31,11.15,11.3,10/26/2022,11.47,11.22,11.46
12/30/2016,4.66,4.55,4.61,10/25/2017,5.12,4.99,5.09,10/24/2018,6.11,5.9,6.01,10/23/2019,5.42,5.24,5.36,11/02/2020,6.35,6.14,6.34,11/16/2021,11.19,11.04,11.19,10/27/2022,11.43,11.22,11.44
,,,,10/26/2017,5.11,4.94,5.06,10/25/2018,6.01,5.79,5.91,10/24/2019,5.39,5.2,5.32,11/03/2020,6.37,6.14,6.34,11/17/2021,11.34,11.17,11.33,10/28/2022,11.39,11.18,11.4
,,,,10/27/2017,5.08,4.91,5.02,10/26/2018,6.21,6.01,6.12,10/25/2019,5.42,5.23,5.35,11/04/2020,6.38,6.16,6.36,11/18/2021,11.3,11.15,11.3,10/31/2022,11.99,11.18,11.96
,,,,10/30/2017,5.08,4.91,5.04,10/29/2018,6.26,6.08,6.18,10/28/2019,5.35,5.17,5.29,11/05/2020,6.48,6.25,6.46,11/19/2021,11.34,11.16,11.32,11/01/2022,12.1,11.86,12.07
,,,,10/31/2017,5.04,4.86,4.99,10/30/2018,6.22,6.05,6.14,10/29/2019,5.38,5.2,5.32,11/06/2020,6.41,6.19,6.39,11/22/2021,11.74,11.51,11.7,11/02/2022,11.52,11.33,11.51
,,,,11/01/2017,4.95,4.78,4.91,10/31/2018,6.19,6.03,6.12,10/30/2019,5.39,5.2,5.33,11/09/2020,6.35,6.13,6.33,11/23/2021,11.94,11.71,11.89,11/03/2022,11.67,11.44,11.66
,,,,11/02/2017,5.05,4.88,5.01,11/01/2018,6.28,6.1,6.2,10/31/2019,5.4,5.22,5.34,11/10/2020,6.47,6.25,6.45,11/24/2021,12.1,11.87,12.05,11/04/2022,11.59,11.37,11.58
,,,,11/03/2017,5.05,4.87,5.01,11/02/2018,6.33,6.16,6.26,11/01/2019,5.5,5.31,5.43,11/11/2020,6.36,6.16,6.35,11/25/2021,11.98,11.82,11.98,11/07/2022,11.67,11.43,11.64
,,,,11/06/2017,5.08,4.9,5.04,11/05/2018,6.33,6.16,6.25,11/04/2019,5.46,5.28,5.4,11/12/2020,6.29,6.08,6.27,11/26/2021,12.11,11.9,12.06,11/08/2022,11.52,11.29,11.5
,,,,11/07/2017,5.05,4.87,5,11/06/2018,6.39,6.22,6.31,11/05/2019,5.52,5.33,5.45,11/13/2020,6.38,6.18,6.37,11/29/2021,11.97,11.78,11.93,11/09/2022,11.39,11.17,11.38
,,,,11/08/2017,5.04,4.86,5,11/07/2018,6.3,6.11,6.21,11/06/2019,5.52,5.34,5.46,11/16/2020,6.42,6.22,6.41,11/30/2021,11.61,11.78,11.57,11/10/2022,11.2,10.96,11.18
,,,,11/09/2017,5.04,4.87,5.05,11/08/2018,6.23,6.05,6.15,11/07/2019,5.49,5.3,5.42,11/17/2020,6.37,6.17,6.35,12/01/2021,11.56,11.39,11.57,11/11/2022,11.33,11.11,11.32
,,,,11/10/2017,5.11,4.93,5.11,11/09/2018,6.15,5.96,6.06,11/08/2019,5.46,5.27,5.39,11/18/2020,6.42,6.21,6.4,12/02/2021,11.89,11.73,11.9,11/14/2022,11.59,11.37,11.59
,,,,11/13/2017,5.01,4.87,4.99,11/12/2018,6.24,6.11,6.2,11/11/2019,5.41,5.27,5.37,11/19/2020,6.32,6.12,6.31,12/03/2021,11.67,11.51,11.68,11/15/2022,11.66,11.43,11.65
,,,,11/14/2017,5.05,4.88,5.06,11/13/2018,6.27,6.1,6.2,11/12/2019,5.64,5.43,5.56,11/20/2020,6.36,6.15,6.34,12/06/2021,11.63,11.49,11.65,11/16/2022,11.59,11.36,11.56
,,,,11/15/2017,4.96,4.79,4.97,11/14/2018,6.23,6.06,6.16,11/13/2019,5.51,5.31,5.44,11/23/2020,6.44,6.22,6.42,12/07/2021,11.64,11.51,11.67,11/17/2022,11.49,11.23,11.47
,,,,11/16/2017,4.98,4.82,5,11/15/2018,6.19,6.02,6.12,11/14/2019,5.47,5.28,5.4,11/24/2020,6.53,6.31,6.51,12/08/2021,11.49,11.38,11.53,11/18/2022,11.44,11.17,11.42
,,,,11/17/2017,5.19,5.04,5.2,11/16/2018,6.22,6.06,6.16,11/15/2019,5.41,5.22,5.34,11/25/2020,6.32,6.11,6.31,12/09/2021,11.35,11.25,11.39,11/21/2022,11.58,11.34,11.57
,,,,11/20/2017,5.16,5,5.12,11/19/2018,6.11,5.95,6.05,11/18/2019,5.39,5.2,5.32,11/27/2020,6.47,6.25,6.45,12/10/2021,11.43,11.3,11.46,11/22/2022,11.54,11.33,11.55
,,,,11/21/2017,5.19,5.04,5.15,11/20/2018,6.15,6,6.09,11/19/2019,5.47,5.27,5.39,11/30/2020,6.28,6.06,6.26,12/13/2021,11.56,11.42,11.58,11/23/2022,11.75,11.58,11.79
,,,,11/22/2017,5.23,5.05,5.18,11/21/2018,6.1,5.95,6.04,11/20/2019,5.49,5.29,5.41,12/01/2020,6.22,6,6.2,12/14/2021,11.59,11.46,11.61,11/24/2022,11.71,11.53,11.73
,,,,11/23/2017,5.21,5.05,5.18,11/22/2018,6.01,5.95,5.95,11/21/2019,5.43,5.24,5.36,12/02/2020,6.36,6.14,6.35,12/15/2021,11.43,11.35,11.48,11/25/2022,11.58,11.34,11.56
,,,,11/24/2017,5.13,4.95,5.08,11/23/2018,6.29,6.1,6.21,11/22/2019,5.48,5.28,5.4,12/03/2020,6.31,6.1,6.3,12/16/2021,11.56,11.49,11.62,11/28/2022,11.42,11.18,11.4
,,,,11/27/2017,5.08,4.9,5.03,11/26/2018,6.34,6.15,6.26,11/25/2019,5.62,5.42,5.54,12/04/2020,6.22,6.01,6.21,12/17/2021,11.67,11.58,11.72,11/29/2022,11.56,11.18,11.54
,,,,11/28/2017,5.09,4.91,5.04,11/27/2018,6.28,6.09,6.2,11/26/2019,5.58,5.38,5.5,12/07/2020,6.26,6.05,6.25,12/20/2021,11.74,11.65,11.78,11/30/2022,11.63,11.18,11.61
,,,,11/29/2017,5.17,4.99,5.12,11/28/2018,6.41,6.22,6.33,11/27/2019,5.54,5.34,5.46,12/08/2020,6.17,5.96,6.16,12/21/2021,12.02,11.89,12.04,12/01/2022,11.5,11.33,11.48
,,,,11/30/2017,5.21,5.02,5.15,11/29/2018,6.36,6.21,6.3,11/28/2019,5.5,5.34,5.42,12/10/2020,6.4,6.19,6.39,12/22/2021,12.1,11.96,12.12,12/02/2022,11.3,11.15,11.29
,,,,12/01/2017,5.25,5.08,5.21,11/30/2018,6.44,6.29,6.39,11/29/2019,5.64,5.44,5.56,12/14/2020,6.3,6.08,6.28,12/23/2021,12.15,12,12.16,12/05/2022,11.05,10.91,11.05
,,,,12/04/2017,5.2,5.03,5.16,12/03/2018,6.54,6.39,6.49,12/02/2019,5.57,5.36,5.5,12/15/2020,6.38,6.18,6.37,12/24/2021,12.12,11.97,12.13,12/06/2022,10.91,10.77,10.91
,,,,12/05/2017,5.17,5,5.12,12/04/2018,6.53,6.38,6.48,12/03/2019,5.61,5.36,5.5,12/16/2020,6.32,6.12,6.31,12/27/2021,11.96,11.87,12.02,12/07/2022,11.14,10.99,11.14
,,,,12/06/2017,5.1,4.93,5.05,12/05/2018,6.53,6.33,6.44,12/04/2019,5.64,5.36,5.54,12/17/2020,6.41,6.2,6.39,12/28/2021,11.69,11.6,11.74,12/08/2022,11.12,11,11.13
,,,,12/07/2017,5.07,4.9,5.02,12/06/2018,6.51,6.31,6.42,12/05/2019,5.58,5.36,5.49,12/18/2020,6.41,6.21,6.4,12/29/2021,11.74,11.62,11.77,12/09/2022,11.01,10.9,11.02
,,,,12/08/2017,5.06,4.88,5.01,12/07/2018,6.65,6.43,6.55,12/06/2019,5.46,5.26,5.39,12/21/2020,6.51,6.31,6.5,12/30/2021,11.57,11.44,11.59,12/12/2022,11.36,11.23,11.36
